complaint_id,date_received,product,issue,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed
3004119,2024-02-19,Checking or savings account,Opening an account,I would like to report the following issue. I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Pinnacle Servicing LLC,MA,Fax,In progress,Yes,Yes
3004120,2025-06-14,Debt collection,Written notification about debt,"I am writing to file a complaint. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. Please investigate this matter.",Northgate Bank,TN,Postal mail,In progress,Yes,No
3004121,2023-07-13,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"To whom it may concern, A company pulled my credit report without my permission for a purpose I never authorized. Please investigate this matter.",Redwood Lending Group,NY,Fax,Closed with monetary relief,Yes,No
3004122,2023-10-14,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me.,Cedarbrook Bank,CA,Referral,Closed with non-monetary relief,Yes,No
3004123,2024-05-27,Checking or savings account,Managing an account,I was unable to access my own checking account funds for over a week with no explanation. Please investigate this matter.,Cedarbrook Bank,WI,Fax,Closed with monetary relief,Yes,No
3004124,2024-07-11,Debt collection,Attempts to collect debt not owed,The collection agency threatened legal action that they have no authority to actually pursue.,Northgate Bank,VA,Postal mail,Closed with non-monetary relief,Yes,No
3004125,2025-03-04,Credit card or prepaid card,Problem with a purchase shown on your statement,I am writing to file a complaint. There is a charge on my card statement for a purchase I never made or authorized.,Pinnacle Servicing LLC,CA,Email,Closed without relief,No,No
3004126,2023-10-24,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,TX,Referral,Closed without relief,Yes,No
3004127,2023-05-29,Student loan,Dealing with your lender or servicer,This has been an ongoing problem. My student loan servicer will not respond to my repeated requests about my repayment plan. Please investigate this matter.,Harbor Trust Bank,NY,Fax,In progress,Yes,No
3004128,2023-12-12,Student loan,Dealing with your lender or servicer,I am writing to file a complaint. My student loan servicer will not respond to my repeated requests about my repayment plan. Please investigate this matter.,Acme Financial Services,AZ,Referral,Closed with explanation,Yes,No
3004129,2025-05-14,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I would like to report the following issue. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.,Vantage Capital Partners,MD,Postal mail,Closed with explanation,Yes,No
3004130,2024-10-19,Checking or savings account,Managing an account,I am writing to file a complaint. I was unable to access my own checking account funds for over a week with no explanation.,Harbor Trust Bank,PA,Postal mail,In progress,Yes,No
3004131,2024-03-04,Checking or savings account,Problem caused by your funds being low,My account was overdrawn due to a hold the bank placed without telling me in advance. Please investigate this matter.,Cedarbrook Bank,FL,Postal mail,In progress,Yes,Yes
3004132,2023-07-20,"Money transfer, virtual currency, or money service",Fraud or scam,"To whom it may concern, A company charged my account for a transfer I never initiated or approved.",Acme Financial Services,IN,Fax,Closed without relief,Yes,Yes
3004133,2024-09-09,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"To whom it may concern, A company pulled my credit report without my permission for a purpose I never authorized. I would appreciate a prompt resolution.",Summit Card Services,CA,Web,Closed with monetary relief,Yes,No
3004134,2024-10-29,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. Someone used my account to send a fraudulent money transfer and the company will not refund me. Please investigate this matter.,Coastal Credit Union,TN,Phone,In progress,Yes,No
3004135,2023-03-06,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,A company charged my account for a transfer I never initiated or approved. Please investigate this matter.,Redwood Lending Group,PA,Postal mail,Closed with non-monetary relief,Yes,Yes
3004136,2023-06-27,Mortgage,Trouble during payment process,"To whom it may concern, My mortgage servicer misapplied my monthly payment and then charged me a late fee. Please investigate this matter.",Summit Card Services,MD,Postal mail,Closed with non-monetary relief,Yes,No
3004137,2024-07-17,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved. Please investigate this matter.,Coastal Credit Union,TN,Phone,Closed with monetary relief,Yes,No
3004138,2024-09-06,Debt collection,Attempts to collect debt not owed,"I would like to report the following issue. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. This has caused significant stress.",Coastal Credit Union,MA,Email,Closed with explanation,Yes,No
3004139,2023-08-10,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,I would like to report the following issue. A company pulled my credit report without my permission for a purpose I never authorized.,Pinnacle Servicing LLC,AZ,Email,In progress,Yes,Yes
3004140,2023-10-14,Debt collection,Communication tactics,"I would like to report the following issue. I am receiving multiple collection calls per day, well beyond what is allowed under regulation. I would appreciate a prompt resolution.",Harbor Trust Bank,MO,Referral,In progress,Yes,No
3004141,2025-01-19,Checking or savings account,Problem caused by your funds being low,I am writing to file a complaint. I was denied the ability to open a basic checking account without a clear reason given. I would appreciate a prompt resolution.,Redwood Lending Group,NY,Postal mail,Closed with non-monetary relief,Yes,No
3004142,2023-10-17,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I would like to report the following issue. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. I would appreciate a prompt resolution.,Redwood Lending Group,OH,Referral,Closed with explanation,Yes,No
3004143,2023-04-29,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved. I would appreciate a prompt resolution.,Acme Financial Services,FL,Phone,Closed without relief,Yes,Yes
3004144,2023-07-10,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"To whom it may concern, There is an account on my credit report that does not belong to me and I have disputed it multiple times. This has caused significant stress.",Acme Financial Services,AZ,Referral,Closed with non-monetary relief,Yes,No
3004145,2023-05-14,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Pinnacle Servicing LLC,WA,Referral,Closed with non-monetary relief,No,No
3004146,2023-01-08,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"To whom it may concern, There is an account on my credit report that does not belong to me and I have disputed it multiple times. I would appreciate a prompt resolution.",Northgate Bank,TN,Web,Closed without relief,Yes,No
3004147,2025-01-26,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I would like to report the following issue. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.,Coastal Credit Union,TX,Phone,Closed with explanation,Yes,No
3004148,2024-09-04,Mortgage,Applying for a mortgage,I am writing to file a complaint. My mortgage application has been delayed for months with no clear update from the lender. I would appreciate a prompt resolution.,Acme Financial Services,CA,Phone,Closed without relief,Yes,No
3004149,2025-04-01,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved. Please investigate this matter.,Pinnacle Servicing LLC,GA,Phone,In progress,Yes,No
3004150,2023-07-06,Credit card or prepaid card,Problem with a purchase shown on your statement,"To whom it may concern, There is a charge on my card statement for a purchase I never made or authorized. This has caused significant stress.",Coastal Credit Union,NY,Referral,Closed with explanation,Yes,No
3004151,2023-02-25,Debt collection,Written notification about debt,This has been an ongoing problem. I never received the required written validation notice before collection calls started. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,AZ,Phone,Closed without relief,Yes,No
3004152,2024-04-01,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"To whom it may concern, There is an account on my credit report that does not belong to me and I have disputed it multiple times. This has caused significant stress.",Union Point Financial,MA,Phone,Closed with explanation,Yes,No
3004153,2024-05-25,Student loan,Struggling to repay your loan,This has been an ongoing problem. I applied for an income-driven repayment plan and my servicer never processed it correctly. I would appreciate a prompt resolution.,Harbor Trust Bank,OH,Referral,Closed with non-monetary relief,Yes,No
3004154,2024-02-08,Student loan,Struggling to repay your loan,I would like to report the following issue. I applied for an income-driven repayment plan and my servicer never processed it correctly. Please investigate this matter.,Northgate Bank,NJ,Email,Closed without relief,Yes,No
3004155,2023-04-12,Mortgage,Applying for a mortgage,This has been an ongoing problem. My mortgage application has been delayed for months with no clear update from the lender. Please investigate this matter.,Union Point Financial,NY,Phone,Closed with explanation,Yes,No
3004156,2023-10-27,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"I am writing to file a complaint. My credit report shows a late payment that was never late, I have proof of on time payment. Please investigate this matter.",Cedarbrook Bank,MI,Phone,Closed with monetary relief,Yes,No
3004157,2025-01-28,Checking or savings account,Problem caused by your funds being low,This has been an ongoing problem. My account was overdrawn due to a hold the bank placed without telling me in advance. I would appreciate a prompt resolution.,Union Point Financial,NC,Web,In progress,Yes,No
3004158,2024-11-01,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I would like to report the following issue. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. This has caused significant stress.,Acme Financial Services,MO,Phone,Closed without relief,Yes,No
3004159,2024-05-19,Student loan,Dealing with your lender or servicer,I am writing to file a complaint. My student loan servicer will not respond to my repeated requests about my repayment plan. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,FL,Postal mail,Closed with explanation,Yes,No
3004160,2024-11-19,Checking or savings account,Managing an account,I am writing to file a complaint. I was unable to access my own checking account funds for over a week with no explanation. I would appreciate a prompt resolution.,Summit Card Services,MA,Referral,In progress,Yes,No
3004161,2023-01-31,Debt collection,Attempts to collect debt not owed,This has been an ongoing problem. I am being contacted about a debt that I already paid off two years ago and have receipts to prove it. Please investigate this matter.,Redwood Lending Group,NJ,Postal mail,In progress,Yes,No
3004162,2023-02-01,Checking or savings account,Problem caused by your funds being low,I would like to report the following issue. My account was overdrawn due to a hold the bank placed without telling me in advance. I would appreciate a prompt resolution.,Northgate Bank,MD,Web,Closed with monetary relief,Yes,No
3004163,2025-05-22,Credit card or prepaid card,Fees or interest,This has been an ongoing problem. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. Please investigate this matter.,Coastal Credit Union,FL,Web,Closed without relief,Yes,No
3004164,2025-05-06,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved. I would appreciate a prompt resolution.,Northgate Bank,NC,Postal mail,Closed with monetary relief,Yes,No
3004165,2023-05-10,Credit card or prepaid card,Getting a credit card,I would like to report the following issue. My credit card application was denied for reasons that were never clearly explained to me. Please investigate this matter.,Redwood Lending Group,TX,Fax,Closed without relief,Yes,No
3004166,2024-02-14,Credit card or prepaid card,Fees or interest,This has been an ongoing problem. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. This has caused significant stress.,Acme Financial Services,GA,Email,In progress,Yes,No
3004167,2024-12-06,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,"To whom it may concern, Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.",Pinnacle Servicing LLC,WA,Phone,Closed with non-monetary relief,Yes,No
3004168,2025-02-18,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,I would like to report the following issue. A company pulled my credit report without my permission for a purpose I never authorized. Please investigate this matter.,Redwood Lending Group,NY,Postal mail,Closed with monetary relief,No,No
3004169,2023-04-09,Mortgage,Struggling to pay mortgage,I would like to report the following issue. My mortgage servicer misapplied my monthly payment and then charged me a late fee. I would appreciate a prompt resolution.,Redwood Lending Group,TN,Fax,Closed with explanation,Yes,No
3004170,2024-05-23,Debt collection,False statements or representation,I am writing to file a complaint. The collection agency threatened legal action that they have no authority to actually pursue. I would appreciate a prompt resolution.,Cedarbrook Bank,WI,Fax,Closed with explanation,Yes,No
3004171,2023-02-24,Student loan,Struggling to repay your loan,This has been an ongoing problem. I applied for an income-driven repayment plan and my servicer never processed it correctly.,Northgate Bank,MO,Email,Closed with non-monetary relief,Yes,No
3004172,2023-11-10,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,I would like to report the following issue. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.,Union Point Financial,GA,Referral,Closed with monetary relief,No,No
3004173,2025-02-16,Student loan,Dealing with your lender or servicer,"To whom it may concern, My student loan servicer will not respond to my repeated requests about my repayment plan.",Vantage Capital Partners,TN,Web,Closed with explanation,Yes,Yes
3004174,2025-05-06,Student loan,Struggling to repay your loan,"To whom it may concern, I applied for an income-driven repayment plan and my servicer never processed it correctly. This has caused significant stress.",Redwood Lending Group,FL,Fax,Closed without relief,Yes,No
3004175,2023-03-26,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Northgate Bank,IN,Phone,In progress,Yes,Yes
3004176,2025-01-25,Checking or savings account,Opening an account,I would like to report the following issue. I was denied the ability to open a basic checking account without a clear reason given. I would appreciate a prompt resolution.,Vantage Capital Partners,VA,Referral,In progress,Yes,No
3004177,2024-05-09,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,I am writing to file a complaint. A company pulled my credit report without my permission for a purpose I never authorized. This has caused significant stress.,Vantage Capital Partners,IL,Email,Closed with explanation,Yes,No
3004178,2024-06-01,Mortgage,Struggling to pay mortgage,This has been an ongoing problem. I requested a loan modification months ago and have not received any response from my servicer.,Acme Financial Services,WA,Referral,In progress,Yes,No
3004179,2024-10-12,Mortgage,Applying for a mortgage,I am writing to file a complaint. My mortgage application has been delayed for months with no clear update from the lender.,Northgate Bank,FL,Email,Closed with monetary relief,Yes,Yes
3004180,2024-06-06,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Cedarbrook Bank,TX,Postal mail,In progress,Yes,Yes
3004181,2024-08-19,"Money transfer, virtual currency, or money service",Fraud or scam,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved.,Harbor Trust Bank,WI,Referral,In progress,Yes,No
3004182,2024-02-04,Debt collection,Written notification about debt,"To whom it may concern, I never received the required written validation notice before collection calls started. This has caused significant stress.",Union Point Financial,TN,Referral,Closed with monetary relief,Yes,No
3004183,2025-02-13,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. This has caused significant stress.,Pinnacle Servicing LLC,NY,Postal mail,Closed with non-monetary relief,Yes,No
3004184,2023-10-13,Student loan,Struggling to repay your loan,I am writing to file a complaint. I applied for an income-driven repayment plan and my servicer never processed it correctly. Please investigate this matter.,Summit Card Services,TN,Fax,Closed without relief,Yes,Yes
3004185,2025-06-02,Debt collection,Written notification about debt,"To whom it may concern, I never received the required written validation notice before collection calls started.",Coastal Credit Union,PA,Web,Closed with monetary relief,Yes,No
3004186,2024-08-31,Student loan,Dealing with your lender or servicer,I am writing to file a complaint. I applied for an income-driven repayment plan and my servicer never processed it correctly.,Redwood Lending Group,TN,Phone,Closed with explanation,Yes,No
3004187,2023-02-21,Credit card or prepaid card,Getting a credit card,"To whom it may concern, My account was closed without any prior notice and I still had a positive balance. This has caused significant stress.",Harbor Trust Bank,MD,Referral,Closed with monetary relief,Yes,No
3004188,2024-05-21,Debt collection,Attempts to collect debt not owed,"I would like to report the following issue. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity.",Vantage Capital Partners,WI,Referral,Closed without relief,Yes,No
3004189,2024-04-09,Credit card or prepaid card,Fees or interest,I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. This has caused significant stress.,Summit Card Services,GA,Email,Closed with explanation,Yes,No
3004190,2023-03-29,Checking or savings account,Opening an account,"To whom it may concern, I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.",Redwood Lending Group,NJ,Web,Closed with explanation,Yes,Yes
3004191,2023-01-31,Student loan,Dealing with your lender or servicer,I am writing to file a complaint. My student loan servicer will not respond to my repeated requests about my repayment plan. I would appreciate a prompt resolution.,Union Point Financial,NJ,Referral,Closed with monetary relief,Yes,No
3004192,2024-06-21,"Money transfer, virtual currency, or money service",Fraud or scam,A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Coastal Credit Union,NY,Referral,Closed with non-monetary relief,Yes,No
3004193,2025-03-15,Debt collection,Written notification about debt,I am writing to file a complaint. I never received the required written validation notice before collection calls started.,Redwood Lending Group,IN,Phone,Closed without relief,No,No
3004194,2023-09-12,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. I would appreciate a prompt resolution.,Union Point Financial,CA,Email,Closed with monetary relief,Yes,Yes
3004195,2023-05-07,Mortgage,Struggling to pay mortgage,This has been an ongoing problem. I requested a loan modification months ago and have not received any response from my servicer. Please investigate this matter.,Redwood Lending Group,NY,Postal mail,In progress,Yes,Yes
3004196,2024-09-24,Debt collection,Written notification about debt,I never received the required written validation notice before collection calls started. I would appreciate a prompt resolution.,Vantage Capital Partners,OH,Postal mail,Closed with explanation,No,No
3004197,2023-10-04,Credit card or prepaid card,Problem with a purchase shown on your statement,This has been an ongoing problem. There is a charge on my card statement for a purchase I never made or authorized. This has caused significant stress.,Vantage Capital Partners,MO,Email,Closed with non-monetary relief,Yes,No
3004198,2024-07-10,Mortgage,Trouble during payment process,This has been an ongoing problem. My mortgage servicer misapplied my monthly payment and then charged me a late fee. Please investigate this matter.,Northgate Bank,NY,Referral,Closed with non-monetary relief,Yes,No
3004199,2023-11-10,Checking or savings account,Managing an account,This has been an ongoing problem. I was unable to access my own checking account funds for over a week with no explanation. Please investigate this matter.,Harbor Trust Bank,NJ,Phone,Closed with explanation,Yes,No
3004200,2023-08-27,Checking or savings account,Problem caused by your funds being low,I am writing to file a complaint. My account was overdrawn due to a hold the bank placed without telling me in advance. This has caused significant stress.,Harbor Trust Bank,NJ,Fax,In progress,Yes,No
3004201,2024-11-14,Mortgage,Trouble during payment process,My mortgage servicer misapplied my monthly payment and then charged me a late fee. I would appreciate a prompt resolution.,Northgate Bank,IN,Web,In progress,Yes,No
3004202,2023-03-01,"Money transfer, virtual currency, or money service",Fraud or scam,Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Summit Card Services,MO,Phone,Closed without relief,Yes,No
3004203,2025-01-23,Checking or savings account,Opening an account,I would like to report the following issue. I was denied the ability to open a basic checking account without a clear reason given.,Harbor Trust Bank,GA,Postal mail,Closed with explanation,Yes,No
3004204,2023-08-10,Credit card or prepaid card,Getting a credit card,I would like to report the following issue. My credit card application was denied for reasons that were never clearly explained to me. Please investigate this matter.,Acme Financial Services,MA,Web,Closed without relief,Yes,No
3004205,2023-08-07,Checking or savings account,Problem caused by your funds being low,I am writing to file a complaint. My account was overdrawn due to a hold the bank placed without telling me in advance.,Redwood Lending Group,FL,Web,In progress,Yes,No
3004206,2023-12-12,"Money transfer, virtual currency, or money service",Fraud or scam,I am writing to file a complaint. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Redwood Lending Group,CA,Email,Closed with non-monetary relief,Yes,No
3004207,2023-08-24,Checking or savings account,Managing an account,I would like to report the following issue. I was unable to access my own checking account funds for over a week with no explanation. I would appreciate a prompt resolution.,Union Point Financial,TN,Email,Closed with explanation,Yes,Yes
3004208,2023-01-29,Checking or savings account,Managing an account,This has been an ongoing problem. I was unable to access my own checking account funds for over a week with no explanation. Please investigate this matter.,Pinnacle Servicing LLC,NY,Email,In progress,Yes,No
3004209,2023-02-16,Debt collection,Attempts to collect debt not owed,"I would like to report the following issue. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. Please investigate this matter.",Union Point Financial,IL,Web,Closed without relief,Yes,Yes
3004210,2024-03-17,Debt collection,False statements or representation,"To whom it may concern, The collection agency threatened legal action that they have no authority to actually pursue. This has caused significant stress.",Cedarbrook Bank,NC,Postal mail,Closed with non-monetary relief,Yes,No
3004211,2023-12-03,Debt collection,False statements or representation,I am writing to file a complaint. The collection agency threatened legal action that they have no authority to actually pursue.,Summit Card Services,MD,Fax,In progress,Yes,Yes
3004212,2024-10-01,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. A company pulled my credit report without my permission for a purpose I never authorized.,Northgate Bank,IL,Web,Closed without relief,Yes,No
3004213,2025-05-17,Debt collection,Attempts to collect debt not owed,"This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. I would appreciate a prompt resolution.",Redwood Lending Group,NJ,Fax,Closed with monetary relief,Yes,No
3004214,2024-03-21,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I would like to report the following issue. A company pulled my credit report without my permission for a purpose I never authorized. This has caused significant stress.,Harbor Trust Bank,MA,Fax,In progress,Yes,Yes
3004215,2023-07-09,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. Someone used my account to send a fraudulent money transfer and the company will not refund me. This has caused significant stress.,Acme Financial Services,NJ,Phone,Closed with explanation,Yes,No
3004216,2024-05-10,Student loan,Struggling to repay your loan,I would like to report the following issue. I applied for an income-driven repayment plan and my servicer never processed it correctly.,Coastal Credit Union,CA,Email,Closed with non-monetary relief,Yes,No
3004217,2023-02-06,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"I would like to report the following issue. My credit report shows a late payment that was never late, I have proof of on time payment. Please investigate this matter.",Acme Financial Services,FL,Referral,Closed with monetary relief,No,No
3004218,2024-02-01,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Union Point Financial,CA,Email,Closed with explanation,Yes,Yes
3004219,2023-11-13,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,This has been an ongoing problem. A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Cedarbrook Bank,NC,Web,Closed with explanation,Yes,No
3004220,2024-12-31,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,I am writing to file a complaint. There is an account on my credit report that does not belong to me and I have disputed it multiple times. This has caused significant stress.,Pinnacle Servicing LLC,NC,Phone,Closed with monetary relief,Yes,No
3004221,2023-12-26,Mortgage,Struggling to pay mortgage,I would like to report the following issue. I requested a loan modification months ago and have not received any response from my servicer.,Summit Card Services,VA,Postal mail,Closed with explanation,Yes,No
3004222,2023-11-20,Credit card or prepaid card,Fees or interest,This has been an ongoing problem. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. Please investigate this matter.,Union Point Financial,AZ,Web,Closed with explanation,Yes,No
3004223,2024-06-03,Debt collection,Attempts to collect debt not owed,"I am writing to file a complaint. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. I would appreciate a prompt resolution.",Northgate Bank,PA,Fax,Closed with explanation,Yes,No
3004224,2024-01-12,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved. I would appreciate a prompt resolution.,Vantage Capital Partners,NJ,Email,Closed with explanation,Yes,No
3004225,2023-09-20,Credit card or prepaid card,Fees or interest,I am writing to file a complaint. There is a charge on my card statement for a purchase I never made or authorized.,Northgate Bank,AZ,Fax,Closed with monetary relief,Yes,Yes
3004226,2024-10-02,Checking or savings account,Problem caused by your funds being low,"To whom it may concern, My account was overdrawn due to a hold the bank placed without telling me in advance. I would appreciate a prompt resolution.",Acme Financial Services,GA,Referral,Closed with non-monetary relief,Yes,No
3004227,2024-01-06,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,I am writing to file a complaint. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation. Please investigate this matter.,Coastal Credit Union,WA,Web,Closed without relief,No,Yes
3004228,2023-10-17,Mortgage,Struggling to pay mortgage,This has been an ongoing problem. I requested a loan modification months ago and have not received any response from my servicer.,Harbor Trust Bank,IN,Email,Closed with non-monetary relief,Yes,No
3004229,2025-06-06,Credit card or prepaid card,Closing your account,"To whom it may concern, My credit card application was denied for reasons that were never clearly explained to me. I would appreciate a prompt resolution.",Northgate Bank,GA,Postal mail,Closed with non-monetary relief,No,No
3004230,2025-02-05,Credit card or prepaid card,Closing your account,My account was closed without any prior notice and I still had a positive balance.,Harbor Trust Bank,MD,Web,Closed with monetary relief,No,No
3004231,2024-08-11,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved. I would appreciate a prompt resolution.,Coastal Credit Union,WA,Phone,In progress,Yes,No
3004232,2024-07-27,Credit card or prepaid card,Getting a credit card,I would like to report the following issue. My credit card application was denied for reasons that were never clearly explained to me.,Acme Financial Services,TN,Referral,Closed without relief,No,No
3004233,2025-05-24,Checking or savings account,Opening an account,This has been an ongoing problem. I was denied the ability to open a basic checking account without a clear reason given. This has caused significant stress.,Vantage Capital Partners,TN,Referral,Closed without relief,Yes,No
3004234,2023-04-25,Mortgage,Trouble during payment process,"To whom it may concern, My mortgage servicer misapplied my monthly payment and then charged me a late fee. This has caused significant stress.",Vantage Capital Partners,NY,Email,Closed without relief,Yes,Yes
3004235,2025-04-06,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,This has been an ongoing problem. I filed a dispute over 30 days ago and the credit bureau has not corrected or responded to my investigation.,Union Point Financial,AZ,Postal mail,Closed without relief,Yes,No
3004236,2024-09-07,"Money transfer, virtual currency, or money service",Fraud or scam,Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Redwood Lending Group,VA,Referral,Closed without relief,Yes,Yes
3004237,2025-06-04,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me.,Vantage Capital Partners,TN,Web,In progress,Yes,No
3004238,2023-01-27,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved. I would appreciate a prompt resolution.,Harbor Trust Bank,AZ,Fax,Closed with non-monetary relief,Yes,No
3004239,2024-05-03,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved.,Union Point Financial,NY,Phone,Closed with explanation,Yes,No
3004240,2024-01-09,Credit card or prepaid card,Getting a credit card,I am writing to file a complaint. My credit card application was denied for reasons that were never clearly explained to me. Please investigate this matter.,Acme Financial Services,FL,Phone,Closed with monetary relief,Yes,No
3004241,2024-04-14,Credit card or prepaid card,Closing your account,My account was closed without any prior notice and I still had a positive balance. This has caused significant stress.,Harbor Trust Bank,IL,Phone,Closed without relief,No,No
3004242,2024-01-01,Student loan,Dealing with your lender or servicer,My student loan servicer will not respond to my repeated requests about my repayment plan. This has caused significant stress.,Harbor Trust Bank,NJ,Fax,Closed without relief,Yes,No
3004243,2023-07-08,Checking or savings account,Opening an account,I would like to report the following issue. I was denied the ability to open a basic checking account without a clear reason given. This has caused significant stress.,Acme Financial Services,NJ,Web,In progress,Yes,No
3004244,2025-01-21,Credit card or prepaid card,Fees or interest,"To whom it may concern, I was charged an overdraft and interest fee that was never disclosed to me when I opened the account.",Union Point Financial,IL,Email,Closed with non-monetary relief,Yes,No
3004245,2025-05-11,Checking or savings account,Problem caused by your funds being low,I am writing to file a complaint. My account was overdrawn due to a hold the bank placed without telling me in advance. This has caused significant stress.,Summit Card Services,AZ,Postal mail,Closed with explanation,Yes,Yes
3004246,2024-03-21,Debt collection,Communication tactics,"To whom it may concern, I am receiving multiple collection calls per day, well beyond what is allowed under regulation.",Coastal Credit Union,NC,Email,Closed with non-monetary relief,Yes,No
